日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200122,1,1,0,0,1,1,0,0,0,0,0,0
20200123,9,8,0,0,9,8,0,0,0,0,0,0
20200124,18,9,1,1,17,8,0,0,0,0,0,0
20200125,31,13,1,0,30,13,0,0,0,0,0,0
20200126,47,16,1,0,46,16,0,0,0,0,0,0
20200127,70,23,1,0,69,23,0,0,0,0,0,0
20200128,99,29,1,0,98,29,0,0,0,0,0,0
20200129,129,30,1,0,128,30,0,0,0,0,0,0
20200130,168,39,2,1,166,38,0,0,0,0,0,0
20200131,202,34,5,3,197,31,0,0,0,0,0,0
20200201,236,34,6,1,230,33,0,0,0,0,0,0
20200202,271,35,7,1,264,34,0,0,0,0,0,0
20200203,308,37,8,1,300,36,0,0,0,0,0,0
20200204,341,33,13,5,328,28,0,0,0,0,0,0
20200205,373,32,26,13,347,19,0,0,0,0,0,0
20200206,408,35,38,12,370,23,0,0,0,0,0,0
20200207,439,31,43,5,396,26,0,0,0,0,0,0
20200208,468,29,51,8,417,21,0,0,0,0,0,0
20200209,492,24,72,21,420,3,0,0,0,0,0,0
20200210,515,23,84,12,431,11,0,0,0,0,0,0
20200211,543,28,94,10,449,18,0,0,0,0,0,0
20200212,570,27,131,37,439,-10,0,0,0,0,0,0
20200213,593,23,137,6,456,17,0,0,0,0,0,0
20200214,604,11,160,23,444,-12,0,0,0,0,0,0
20200215,617,13,190,30,427,-17,0,0,0,0,0,0
20200216,626,9,226,36,400,-27,0,0,0,0,0,0
20200217,629,3,263,37,366,-34,0,0,0,0,0,0
20200218,631,2,296,33,335,-31,0,0,0,0,0,0
20200219,631,0,325,29,306,-29,0,0,0,0,0,0
20200220,631,0,352,27,279,-27,0,0,0,0,0,0
20200221,631,0,387,35,244,-35,0,0,0,0,0,0
20200222,631,0,411,24,220,-24,0,0,0,0,0,0
20200223,631,0,427,16,204,-16,0,0,0,0,0,0
20200224,631,0,458,31,173,-31,0,0,0,0,0,0
20200225,631,0,463,5,168,-5,0,0,0,0,0,0
20200226,631,0,494,31,137,-31,0,0,0,0,0,0
20200227,631,0,506,12,125,-12,0,0,0,0,0,0
20200228,631,0,519,13,112,-13,0,0,0,0,0,0
20200229,631,0,529,10,102,-10,0,0,0,0,0,0
20200301,631,0,536,7,95,-7,0,0,0,0,0,0
20200302,631,0,555,19,76,-19,0,0,0,0,0,0
20200303,631,0,565,10,66,-10,0,0,0,0,0,0
20200304,631,0,580,15,51,-15,0,0,0,0,0,0
20200305,631,0,588,8,43,-8,0,0,0,0,0,0
20200306,631,0,601,13,30,-13,0,0,0,0,0,0
20200307,631,0,610,9,21,-9,0,0,0,0,0,0
20200308,631,0,618,8,13,-8,0,0,0,0,0,0
20200309,631,0,622,4,9,-4,0,0,0,0,0,0
20200310,631,0,627,5,4,-5,0,0,0,0,0,0
20200311,631,0,628,1,3,-1,0,0,0,0,0,0
20200312,631,0,630,2,1,-2,0,0,0,0,0,0
20200313,631,0,630,0,1,0,0,0,0,0,0,0
20200314,631,0,631,1,0,-1,0,0,0,0,0,0
20200315,631,0,631,0,0,0,0,0,0,0,0,0
20200316,631,0,631,0,0,0,0,0,0,0,0,0
20200317,631,0,631,0,0,0,0,0,0,0,0,0
