日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200123,3,3,0,0,3,3,0,0,0,0,0,0
20200124,5,2,0,0,5,2,0,0,0,0,0,0
20200125,22,17,0,0,22,17,0,0,0,0,0,0
20200126,35,13,0,0,35,13,0,0,0,0,0,0
20200127,46,11,0,0,46,11,0,0,0,0,0,0
20200128,56,10,0,0,56,10,0,0,0,0,0,0
20200129,63,7,0,0,63,7,0,0,0,0,0,0
20200130,87,24,0,0,87,24,0,0,0,0,0,0
20200131,101,14,0,0,101,14,0,0,0,0,0,0
20200201,116,15,0,0,116,15,0,0,0,0,0,0
20200202,128,12,0,0,128,12,0,0,0,0,0,0
20200203,142,14,0,0,142,14,0,0,0,0,0,0
20200204,165,23,1,1,164,22,0,0,0,0,0,0
20200205,173,8,2,1,171,7,0,0,0,0,0,0
20200206,184,11,6,4,178,7,0,0,0,0,0,0
20200207,195,11,11,5,184,6,0,0,0,0,0,0
20200208,208,13,17,6,191,7,0,0,0,0,0,0
20200209,213,5,20,3,193,2,0,0,0,0,0,0
20200210,219,6,26,6,193,0,0,0,0,0,0,0
20200211,225,6,31,5,194,1,0,0,0,0,0,0
20200212,225,0,36,5,189,-5,0,0,0,0,0,0
20200213,229,4,42,6,187,-2,0,0,0,0,0,0
20200214,230,1,49,7,181,-6,0,0,0,0,0,0
20200215,232,2,53,4,179,-2,0,0,0,0,0,0
20200216,236,4,64,11,172,-7,0,0,0,0,0,0
20200217,240,4,74,10,166,-6,0,0,0,0,0,0
20200218,240,0,79,5,161,-5,0,0,0,0,0,0
20200219,242,2,89,10,153,-8,0,0,0,0,0,0
20200220,245,3,105,16,139,-14,1,1,0,0,0,0
20200221,245,0,140,35,104,-35,1,0,0,0,0,0
20200222,245,0,153,13,91,-13,1,0,0,0,0,0
20200223,245,0,162,9,82,-9,1,0,0,0,0,0
20200224,245,0,175,13,69,-13,1,0,0,0,0,0
20200225,245,0,186,11,58,-11,1,0,0,0,0,0
20200226,245,0,194,8,50,-8,1,0,0,0,0,0
20200227,245,0,197,3,47,-3,1,0,0,0,0,0
20200228,245,0,200,3,44,-3,1,0,0,0,0,0
20200229,245,0,207,7,37,-7,1,0,0,0,0,0
20200301,245,0,209,2,35,-2,1,0,0,0,0,0
20200302,245,0,216,7,28,-7,1,0,0,0,0,0
20200303,245,0,218,2,26,-2,1,0,0,0,0,0
20200304,245,0,222,4,22,-4,1,0,0,0,0,0
20200305,245,0,224,2,20,-2,1,0,0,0,0,0
20200306,245,0,226,2,18,-2,1,0,0,0,0,0
20200307,245,0,226,0,18,0,1,0,0,0,0,0
20200308,245,0,227,1,17,-1,1,0,0,0,0,0
20200309,245,0,227,0,17,0,1,0,0,0,0,0
20200310,245,0,227,0,17,0,1,0,0,0,0,0
20200311,245,0,232,5,11,-6,2,1,0,0,0,0
20200312,245,0,232,0,11,0,2,0,0,0,0,0
20200313,245,0,232,0,11,0,2,0,0,0,0,0
20200314,245,0,232,0,11,0,2,0,0,0,0,0
20200315,245,0,232,0,11,0,2,0,0,0,0,0
20200316,246,1,233,1,10,-1,3,1,0,0,0,0
20200317,246,0,236,3,7,-3,3,0,0,0,0,0
20200318,246,0,237,1,6,-1,3,0,0,0,0,0
20200319,247,1,237,0,7,1,3,0,0,0,0,0
20200320,248,1,239,2,6,-1,3,0,0,0,0,0
20200321,248,0,239,0,6,0,3,0,0,0,0,0
20200322,248,0,239,0,6,0,3,0,0,0,0,0
20200323,249,1,240,1,6,0,3,0,0,0,0,0
20200324,250,1,240,0,7,1,3,0,0,0,1,1
20200325,253,3,242,2,8,1,3,0,0,0,1,0
20200326,253,0,242,0,8,0,3,0,0,0,1,0
20200327,253,0,242,0,8,0,3,0,0,0,1,0
20200328,253,0,242,0,8,0,3,0,0,0,1,0
20200329,253,0,242,0,8,0,3,0,0,0,1,0
20200330,253,0,242,0,8,0,3,0,0,0,1,0
20200331,255,2,242,0,10,2,3,0,0,0,1,0
20200401,255,0,242,0,10,0,3,0,0,0,1,0
20200402,255,0,244,2,8,-2,3,0,0,0,0,-1
20200403,256,1,245,1,8,0,3,0,0,0,0,0
20200404,256,0,245,0,8,0,3,0,0,0,1,1
20200405,256,0,246,1,7,-1,3,0,0,0,1,0
20200406,256,0,246,0,7,0,3,0,0,0,1,0
20200407,256,0,246,0,7,0,3,0,0,0,0,-1
20200408,256,0,246,0,7,0,3,0,0,0,0,0
20200409,256,0,246,0,7,0,3,0,0,0,1,1
20200410,256,0,248,2,5,-2,3,0,0,0,1,0
20200411,256,0,248,0,5,0,3,0,0,0,1,0
20200412,256,0,248,0,5,0,3,0,0,0,1,0
20200413,256,0,248,0,5,0,3,0,0,0,1,0
20200414,256,0,251,3,2,-3,3,0,0,0,1,0
20200415,256,0,251,0,2,0,3,0,0,0,1,0
20200416,256,0,252,1,1,-1,3,0,0,0,1,0
20200417,256,0,252,0,1,0,3,0,0,0,1,0
20200418,256,0,252,0,1,0,3,0,0,0,1,0
20200419,256,0,252,0,1,0,3,0,0,0,1,0
20200420,256,0,253,1,0,-1,3,0,0,0,1,0
20200421,277,21,253,0,21,21,3,0,0,0,1,0
20200422,279,2,253,0,23,2,3,0,0,0,1,0
20200423,279,0,253,0,23,0,3,0,0,0,1,0
20200424,286,7,253,0,30,7,3,0,0,0,1,0
20200425,286,0,253,0,30,0,3,0,0,0,1,0
20200426,286,0,253,0,30,0,3,0,0,0,1,0
20200427,286,0,253,0,30,0,3,0,0,0,1,0
20200428,306,20,253,0,50,20,3,0,0,0,1,0
20200429,306,0,253,0,50,0,3,0,0,0,1,0
20200430,306,0,254,1,49,-1,3,0,0,0,1,0
20200501,306,0,254,0,49,0,3,0,0,0,1,0
20200502,306,0,260,6,43,-6,3,0,0,0,1,0
20200503,306,0,263,3,40,-3,3,0,0,0,1,0
20200504,306,0,263,0,40,0,3,0,0,0,1,0
20200505,308,2,264,1,41,1,3,0,0,0,1,0
20200506,308,0,266,2,39,-2,3,0,0,0,1,0
20200507,308,0,268,2,37,-2,3,0,0,0,1,0
20200508,308,0,292,24,13,-24,3,0,0,0,1,0
20200509,308,0,293,1,12,-1,3,0,0,0,1,0
20200510,308,0,294,1,11,-1,3,0,0,0,1,0
20200511,308,0,296,2,9,-2,3,0,0,0,1,0
20200512,308,0,297,1,8,-1,3,0,0,0,1,0
20200513,308,0,297,0,8,0,3,0,0,0,1,0
20200514,308,0,300,3,5,-3,3,0,0,0,1,0
20200515,308,0,301,1,4,-1,3,0,0,0,1,0
20200516,308,0,301,0,4,0,3,0,0,0,1,0
20200517,308,0,301,0,4,0,3,0,0,0,1,0
20200518,308,0,303,2,2,-2,3,0,0,0,1,0
20200519,308,0,303,0,2,0,3,0,0,0,1,0
20200520,308,0,303,0,2,0,3,0,0,0,1,0
20200521,308,0,303,0,2,0,3,0,0,0,1,0
20200522,308,0,304,1,1,-1,3,0,0,0,1,0
20200523,308,0,305,1,0,-1,3,0,0,0,1,0
20200524,308,0,305,0,0,0,3,0,0,0,1,0
20200525,308,0,305,0,0,0,3,0,0,0,1,0
20200526,308,0,305,0,0,0,3,0,0,0,1,0
20200527,308,0,305,0,0,0,3,0,0,0,1,0
20200528,308,0,305,0,0,0,3,0,0,0,1,0
20200529,308,0,305,0,0,0,3,0,0,0,1,0
20200530,308,0,305,0,0,0,3,0,0,0,1,0
20200531,308,0,305,0,0,0,3,0,0,0,1,0
20200601,309,1,305,0,1,1,3,0,0,0,1,0
20200602,309,0,305,0,1,0,3,0,0,0,1,0
20200603,309,0,305,0,1,0,3,0,0,0,1,0
20200604,309,0,305,0,1,0,3,0,0,0,1,0
20200605,309,0,305,0,1,0,3,0,0,0,1,0
20200606,311,2,305,0,3,2,3,0,0,0,1,0
20200607,311,0,305,0,3,0,3,0,0,0,1,0
20200608,311,0,305,0,3,0,3,0,0,0,1,0
20200609,311,0,305,0,3,0,3,0,0,0,1,0
20200610,311,0,306,1,2,-1,3,0,0,0,1,0
20200611,311,0,306,0,2,0,3,0,0,0,1,0
20200612,311,0,306,0,2,0,3,0,0,0,1,0
20200613,311,0,306,0,2,0,3,0,0,0,1,0
20200614,313,2,306,0,4,2,3,0,0,0,1,0
20200615,313,0,306,0,4,0,3,0,0,0,1,0
20200616,313,0,306,0,4,0,3,0,0,0,1,0
20200617,314,1,306,0,5,1,3,0,0,0,1,0
20200618,314,0,306,0,5,0,3,0,0,0,1,0
20200619,314,0,306,0,5,0,3,0,0,0,1,0
20200620,314,0,306,0,5,0,3,0,0,0,1,0
20200621,317,3,306,0,8,3,3,0,0,0,1,0
20200622,317,0,307,1,7,-1,3,0,0,0,1,0
20200623,318,1,307,0,8,1,3,0,0,0,1,0
20200624,319,1,307,0,9,1,3,0,0,0,1,0
20200625,319,0,307,0,9,0,3,0,0,0,1,0
20200626,319,0,307,0,9,0,3,0,0,0,1,0
20200627,320,1,307,0,10,1,3,0,0,0,1,0
20200628,320,0,307,0,10,0,3,0,0,0,1,0
20200629,320,0,308,1,9,-1,3,0,0,0,1,0
20200630,320,0,308,0,9,0,3,0,0,0,1,0
20200701,320,0,310,2,7,-2,3,0,0,0,1,0
20200702,320,0,310,0,7,0,3,0,0,0,1,0
20200703,320,0,310,0,7,0,3,0,0,0,1,0
20200704,320,0,311,1,6,-1,3,0,0,0,1,0
20200705,321,1,313,2,5,-1,3,0,0,0,1,0
20200706,321,0,313,0,5,0,3,0,0,0,1,0
20200707,321,0,313,0,5,0,3,0,0,0,1,0
20200708,321,0,314,1,4,-1,3,0,0,0,1,0
20200709,321,0,314,0,4,0,3,0,0,0,1,0
20200710,321,0,314,0,4,0,3,0,0,0,1,0
20200711,321,0,314,0,4,0,3,0,0,0,1,0
20200712,321,0,314,0,4,0,3,0,0,0,1,0
20200713,321,0,314,0,4,0,3,0,0,0,1,0
20200714,321,0,315,1,3,-1,3,0,0,0,1,0
20200715,321,0,315,0,3,0,3,0,0,0,1,0
20200716,322,1,315,0,4,1,3,0,0,0,1,0
20200717,322,0,315,0,4,0,3,0,0,0,1,0
20200718,322,0,315,0,4,0,3,0,0,0,1,0
20200719,322,0,316,1,3,-1,3,0,0,0,1,0
20200720,322,0,316,0,3,0,3,0,0,0,1,0
20200722,323,1,317,1,3,0,3,0,0,0,1,0
20200724,323,0,317,0,3,0,3,0,0,0,1,0
20200725,323,0,317,0,3,0,3,0,0,0,1,0
20200726,323,0,318,1,2,-1,3,0,0,0,1,0
20200727,323,0,318,0,2,0,3,0,0,0,1,0
20200728,323,0,318,0,2,0,3,0,0,0,1,0
20200729,324,1,318,0,3,1,3,0,0,0,1,0
20200730,324,0,318,0,3,0,3,0,0,0,1,0
20200731,324,0,318,0,3,0,3,0,0,0,1,0
20200801,326,2,318,0,5,2,3,0,0,0,1,0
20200802,326,0,318,0,5,0,3,0,0,0,1,0
20200803,326,0,318,0,5,0,3,0,0,0,1,0
20200804,327,1,318,0,6,1,3,0,0,0,1,0
20200806,328,1,318,0,7,1,3,0,0,0,1,0
20200807,328,0,318,0,7,0,3,0,0,0,1,0
20200808,328,0,319,1,6,-1,3,0,0,0,1,0
20200809,331,3,319,0,9,3,3,0,0,0,1,0
20200810,340,9,322,3,15,6,3,0,0,0,1,0
20200812,341,1,324,2,14,-1,3,0,0,0,1,0
20200813,346,5,324,0,19,5,3,0,0,0,1,0
20200814,348,2,324,0,21,2,3,0,0,0,1,0
20200815,351,3,324,0,24,3,3,0,0,0,1,0
20200816,354,3,324,0,27,3,3,0,0,0,1,0
20200817,356,2,324,0,29,2,3,0,0,0,1,0
20200818,358,2,335,11,20,-9,3,0,0,0,1,0
20200820,358,0,339,4,16,-4,3,0,0,0,1,0
20200821,360,2,339,0,18,2,3,0,0,0,1,0
20200822,362,2,343,4,16,-2,3,0,0,0,1,0
20200823,362,0,345,2,14,-2,3,0,0,0,1,0
20200824,364,2,345,0,16,2,3,0,0,0,1,0
20200825,364,0,349,4,12,-4,3,0,0,0,1,0
20200826,364,0,353,4,8,-4,3,0,0,0,1,0
20200827,364,0,353,0,8,0,3,0,0,0,1,0
20200828,364,0,353,0,8,0,3,0,0,0,1,0
20200829,364,0,353,0,8,0,3,0,0,0,1,0
20200830,365,1,355,2,7,-1,3,0,0,0,1,0
20200831,365,0,355,0,7,0,3,0,0,0,1,0
20200901,365,0,360,5,2,-5,3,0,0,0,1,0
20200902,371,6,360,0,8,6,3,0,0,0,1,0
20200903,373,2,360,0,10,2,3,0,0,0,1,0
20200904,374,1,360,0,11,1,3,0,0,0,1,0
20200905,377,3,360,0,14,3,3,0,0,0,1,0
20200906,377,0,360,0,14,0,3,0,0,0,1,0
20200907,378,1,361,1,14,0,3,0,0,0,1,0
20200909,378,0,364,3,11,-3,3,0,0,0,1,0
20200910,379,1,364,0,12,1,3,0,0,0,1,0
20200911,380,1,365,1,12,0,3,0,0,0,1,0
20200913,381,1,369,4,9,-3,3,0,0,0,1,0
20200914,381,0,370,1,8,-1,3,0,0,0,1,0
20200915,382,1,370,0,9,1,3,0,0,0,1,0
20200919,399,17,372,2,24,15,3,0,0,0,1,0
20200920,401,2,372,0,26,2,3,0,0,0,1,0
20200921,401,0,372,0,26,0,3,0,0,0,1,0
20200922,401,0,372,0,26,0,3,0,0,0,1,0
20200923,402,1,374,2,25,-1,3,0,0,0,1,0
20200924,402,0,374,0,25,0,3,0,0,0,1,0
20200925,403,1,374,0,26,1,3,0,0,0,1,0
20200926,403,0,374,0,26,0,3,0,0,0,1,0
20200927,403,0,374,0,26,0,3,0,0,0,1,0
20200928,406,3,378,4,25,-1,3,0,0,0,1,0
20200929,408,2,378,0,27,2,3,0,0,0,1,0
20201001,410,2,382,4,25,-2,3,0,0,0,1,0
20201002,411,1,384,2,24,-1,3,0,0,0,1,0
20201003,413,2,386,2,24,0,3,0,0,0,1,0
20201004,413,0,388,2,22,-2,3,0,0,0,1,0
20201005,414,1,389,1,22,0,3,0,0,0,1,0
20201006,414,0,389,0,22,0,3,0,0,0,1,0
20201007,415,1,396,7,16,-6,3,0,0,0,1,0
20201008,425,10,396,0,26,10,3,0,0,0,1,0
20201009,428,3,396,0,29,3,3,0,0,0,1,0
