日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200122,4,4,0,0,4,4,0,0,0,0,0,0
20200123,8,4,0,0,8,4,0,0,0,0,0,0
20200124,17,9,0,0,17,9,0,0,0,0,0,0
20200125,19,2,0,0,19,2,0,0,0,0,0,0
20200126,22,3,0,0,22,3,0,0,0,0,0,0
20200127,33,11,0,0,32,10,1,1,0,0,0,0
20200128,43,10,0,0,42,10,1,0,0,0,0,0
20200129,46,3,1,1,44,2,1,0,0,0,0,0
20200130,49,3,1,0,47,3,1,0,0,0,0,0
20200131,57,8,1,0,55,8,1,0,0,0,0,0
20200201,63,6,1,0,61,6,1,0,0,0,0,0
20200202,70,7,4,3,65,4,1,0,0,0,0,0
20200203,79,9,4,0,74,9,1,0,0,0,0,0
20200204,89,10,4,0,84,10,1,0,0,0,0,0
20200205,100,11,5,1,94,10,1,0,0,0,0,0
20200206,111,11,8,3,101,7,2,1,0,0,0,0
20200207,122,11,11,3,109,8,2,0,0,0,0,0
20200208,128,6,15,4,111,2,2,0,0,0,0,0
20200209,136,8,19,4,114,3,3,1,0,0,0,0
20200210,142,6,19,0,120,6,3,0,0,0,0,0
20200211,145,3,20,1,122,2,3,0,0,0,0,0
20200212,157,12,27,7,126,4,4,1,0,0,0,0
20200213,157,0,30,3,123,-3,4,0,0,0,0,0
20200214,162,5,38,8,120,-3,4,0,0,0,0,0
20200215,162,0,39,1,119,-1,4,0,0,0,0,0
20200216,162,0,52,13,106,-13,4,0,0,0,0,0
20200217,163,1,59,7,100,-6,4,0,0,0,0,0
20200218,163,0,79,20,80,-20,4,0,0,0,0,0
20200219,168,5,84,5,80,0,4,0,0,0,0,0
20200220,168,0,89,5,75,-5,4,0,0,0,0,0
20200221,168,0,96,7,68,-7,4,0,0,0,0,0
20200222,168,0,104,8,60,-8,4,0,0,0,0,0
20200223,168,0,106,2,57,-3,5,1,0,0,0,0
20200224,168,0,116,10,47,-10,5,0,0,0,0,0
20200225,168,0,124,8,39,-8,5,0,0,0,0,0
20200226,168,0,129,5,34,-5,5,0,0,0,0,0
20200227,168,0,132,3,31,-3,5,0,0,0,0,0
20200228,168,0,136,4,27,-4,5,0,0,0,0,0
20200229,168,0,148,12,15,-12,5,0,0,0,0,0
20200301,168,0,151,3,12,-3,5,0,0,0,0,0
20200302,168,0,151,0,12,0,5,0,0,0,0,0
20200303,168,0,155,4,8,-4,5,0,0,0,0,0
20200304,168,0,158,3,5,-3,5,0,0,0,0,0
20200305,168,0,158,0,4,-1,6,1,0,0,0,0
20200306,168,0,158,0,4,0,6,0,0,0,0,0
20200307,168,0,158,0,4,0,6,0,0,0,0,0
20200308,168,0,159,1,3,-1,6,0,0,0,0,0
20200309,168,0,159,0,3,0,6,0,0,0,0,0
20200310,168,0,159,0,3,0,6,0,0,0,0,0
20200311,168,0,159,0,3,0,6,0,0,0,0,0
20200312,168,0,160,1,2,-1,6,0,0,0,0,0
20200313,168,0,160,0,2,0,6,0,0,0,0,0
20200314,168,0,160,0,2,0,6,0,0,0,0,0
20200315,168,0,160,0,2,0,6,0,0,0,0,0
20200316,168,0,161,1,1,-1,6,0,0,0,0,0
20200317,168,0,161,0,1,0,6,0,0,0,0,0
20200318,168,0,161,0,1,0,6,0,0,0,0,0
20200319,168,0,161,0,1,0,6,0,0,0,0,0
20200320,168,0,161,0,1,0,6,0,0,0,0,0
20200321,168,0,161,0,1,0,6,0,0,0,0,0
20200322,168,0,161,0,1,0,6,0,0,0,0,0
20200323,168,0,161,0,1,0,6,0,0,0,0,0
20200324,168,0,162,1,0,-1,6,0,0,0,0,0
20200325,168,0,162,0,0,0,6,0,0,0,0,0
20200326,168,0,162,0,0,0,6,0,0,0,0,0
20200327,168,0,162,0,0,0,6,0,0,0,0,0
20200328,168,0,162,0,0,0,6,0,0,0,0,0
20200329,168,0,162,0,0,0,6,0,0,0,0,0
20200330,168,0,162,0,0,0,6,0,0,0,0,0
20200331,168,0,162,0,0,0,6,0,0,0,0,0
20200401,168,0,162,0,0,0,6,0,0,0,0,0
20200402,168,0,162,0,0,0,6,0,0,0,0,0
20200403,168,0,162,0,0,0,6,0,0,0,0,0
20200404,168,0,162,0,0,0,6,0,0,0,0,0
20200405,168,0,162,0,0,0,6,0,0,0,0,0
20200406,168,0,162,0,0,0,6,0,0,0,0,0
20200407,168,0,162,0,0,0,6,0,0,0,0,0
20200408,168,0,162,0,0,0,6,0,0,0,0,0
20200409,168,0,162,0,0,0,6,0,0,0,0,0
20200410,168,0,162,0,0,0,6,0,0,0,0,0
20200411,168,0,162,0,0,0,6,0,0,0,0,0
20200412,168,0,162,0,0,0,6,0,0,0,0,0
20200413,168,0,162,0,0,0,6,0,0,0,0,0
20200414,168,0,162,0,0,0,6,0,0,0,0,0
20200415,168,0,162,0,0,0,6,0,0,0,0,0
