日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200119,1,1,0,0,1,1,0,0,0,0,0,0
20200120,17,16,0,0,17,16,0,0,0,0,0,0
20200121,26,9,0,0,26,9,0,0,0,0,0,0
20200122,32,6,0,0,32,6,0,0,0,0,0,0
20200123,53,21,0,0,53,21,0,0,0,0,0,0
20200124,78,25,2,2,76,23,0,0,0,0,0,0
20200125,111,33,2,0,109,33,0,0,0,0,0,0
20200126,146,35,2,0,144,35,0,0,0,0,0,0
20200127,188,42,4,2,184,40,0,0,0,0,0,0
20200128,241,53,5,1,236,52,0,0,0,0,0,0
20200129,311,70,6,1,305,69,0,0,0,0,0,0
20200130,393,82,7,1,386,81,0,0,0,0,0,0
20200131,520,127,8,1,512,126,0,0,0,0,0,0
20200201,604,84,12,4,592,80,0,0,0,0,0,0
20200202,683,79,14,2,669,77,0,0,0,0,0,0
20200203,797,114,20,6,777,108,0,0,0,0,0,0
20200204,870,73,32,12,838,61,0,0,0,0,0,0
20200205,944,74,49,17,895,57,0,0,0,0,0,0
20200206,1018,74,68,19,949,54,1,1,0,0,0,0
20200207,1075,57,97,29,977,28,1,0,0,0,0,0
20200208,1120,45,125,28,994,17,1,0,0,0,0,0
20200209,1151,31,143,18,1007,13,1,0,0,0,0,0
20200210,1177,26,181,38,995,-12,1,0,0,0,0,0
20200211,1219,42,241,60,977,-18,1,0,0,0,0,0
20200212,1241,22,284,43,955,-22,2,1,0,0,0,0
20200213,1261,20,332,48,927,-28,2,0,0,0,0,0
20200214,1294,33,386,54,906,-21,2,0,0,0,0,0
20200215,1316,22,436,50,878,-28,2,0,0,0,0,0
20200216,1322,6,473,37,845,-33,4,2,0,0,0,0
20200217,1328,6,530,57,794,-51,4,0,0,0,0,0
20200218,1331,3,571,41,755,-39,5,1,0,0,0,0
20200219,1332,1,619,48,708,-47,5,0,0,0,0,0
20200220,1333,1,664,45,664,-44,5,0,0,0,0,0
20200221,1339,6,720,56,614,-50,5,0,0,0,0,0
20200222,1342,3,740,20,596,-18,6,1,0,0,0,0
20200223,1345,3,772,32,567,-29,6,0,0,0,0,0
20200224,1347,2,805,33,535,-32,7,1,0,0,0,0
20200225,1347,0,841,36,499,-36,7,0,0,0,0,0
20200226,1347,0,873,32,467,-32,7,0,0,0,0,0
20200227,1348,1,919,46,422,-45,7,0,0,0,0,0
20200228,1349,1,972,53,370,-52,7,0,0,0,0,0
20200229,1349,0,1009,37,333,-37,7,0,0,0,0,0
20200301,1350,1,1034,25,309,-24,7,0,0,0,0,0
20200302,1350,0,1081,47,262,-47,7,0,0,0,0,0
20200303,1350,0,1129,48,214,-48,7,0,0,0,0,0
20200304,1350,0,1159,30,184,-30,7,0,0,0,0,0
20200305,1351,1,1209,50,135,-49,7,0,0,0,0,0
20200306,1352,1,1233,24,112,-23,7,0,0,0,0,0
20200307,1352,0,1250,17,95,-17,7,0,0,0,0,0
20200308,1352,0,1260,10,84,-11,8,1,0,0,0,0
