日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200122,1,1,0,0,1,1,0,0,0,0,0,0
20200123,1,0,0,0,1,0,0,0,0,0,0,0
20200124,3,2,0,0,3,2,0,0,0,0,0,0
20200125,3,0,0,0,3,0,0,0,0,0,0,0
20200126,4,1,0,0,4,1,0,0,0,0,0,0
20200127,5,1,0,0,5,1,0,0,0,0,0,0
20200128,8,3,0,0,8,3,0,0,0,0,0,0
20200129,8,0,0,0,8,0,0,0,0,0,0,0
20200130,9,1,0,0,9,1,0,0,0,0,0,0
20200131,10,1,0,0,10,1,0,0,0,0,0,0
20200201,10,0,0,0,10,0,0,0,0,0,0,0
20200202,10,0,0,0,10,0,0,0,0,0,0,0
20200203,10,0,0,0,10,0,0,0,0,0,0,0
20200204,11,1,0,0,11,1,0,0,0,0,0,0
20200205,11,0,0,0,11,0,0,0,0,0,0,0
20200206,16,5,1,1,15,4,0,0,0,0,0,0
20200207,16,0,1,0,15,0,0,0,0,0,0,0
20200208,17,1,1,0,16,1,0,0,0,0,0,0
20200209,18,1,1,0,17,1,0,0,0,0,0,0
20200210,18,0,1,0,17,0,0,0,0,0,0,0
20200211,18,0,1,0,17,0,0,0,0,0,0,0
20200212,18,0,1,0,17,0,0,0,0,0,0,0
20200213,18,0,1,0,17,0,0,0,0,0,0,0
20200214,18,0,1,0,17,0,0,0,0,0,0,0
20200215,18,0,2,1,16,-1,0,0,0,0,0,0
20200216,20,2,2,0,17,1,1,1,0,0,0,0
20200217,22,2,2,0,19,2,1,0,0,0,0,0
20200218,22,0,2,0,19,0,1,0,0,0,0,0
20200219,24,2,2,0,21,2,1,0,0,0,0,0
20200220,24,0,2,0,21,0,1,0,0,0,0,0
20200221,26,2,2,0,23,2,1,0,0,0,0,0
20200222,26,0,2,0,23,0,1,0,0,0,0,0
20200223,28,2,5,3,22,-1,1,0,0,0,0,0
20200224,30,2,5,0,24,2,1,0,0,0,0,0
20200225,31,1,5,0,25,1,1,0,0,0,0,0
20200226,32,1,5,0,26,1,1,0,0,0,0,0
20200227,32,0,6,1,25,-1,1,0,0,0,0,0
20200228,34,2,9,3,24,-1,1,0,0,0,0,0
20200229,39,5,9,0,29,5,1,0,0,0,0,0
20200301,40,1,12,3,27,-2,1,0,0,0,0,0
20200302,41,1,12,0,28,1,1,0,0,0,0,0
20200303,42,1,12,0,29,1,1,0,0,0,0,0
20200304,42,0,12,0,29,0,1,0,0,0,0,0
20200305,44,2,12,0,31,2,1,0,0,0,0,0
20200306,45,1,12,0,32,1,1,0,0,0,0,0
20200307,45,0,13,1,31,-1,1,0,0,0,0,0
20200308,45,0,15,2,29,-2,1,0,0,0,0,0
20200309,45,0,15,0,29,0,1,0,0,0,0,0
20200310,47,2,17,2,29,0,1,0,0,0,0,0
20200311,48,1,17,0,30,1,1,0,0,0,0,0
20200312,49,1,20,3,28,-2,1,0,0,0,0,0
20200313,50,1,20,0,29,1,1,0,0,0,0,0
20200314,53,3,20,0,32,3,1,0,0,0,0,0
20200315,59,6,20,0,38,6,1,0,0,0,0,0
20200316,67,8,22,2,44,6,1,0,0,0,0,0
20200317,77,10,22,0,54,10,1,0,0,0,0,0
20200318,100,23,22,0,77,23,1,0,0,0,0,0
20200319,108,8,26,4,81,4,1,0,0,0,0,0
20200320,135,27,28,2,105,24,2,1,0,0,0,0
20200321,153,18,28,0,123,18,2,0,0,0,0,0
20200322,169,16,28,0,139,16,2,0,0,0,0,0
20200323,195,26,29,1,164,25,2,0,0,0,0,0
20200324,216,21,29,0,185,21,2,0,0,0,0,0
20200325,235,19,29,0,204,19,2,0,0,0,19,19
