日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200122,9,9,0,0,9,9,0,0,0,0,0,0
20200123,15,6,0,0,15,6,0,0,0,0,0,0
20200124,39,24,0,0,39,24,0,0,0,0,0,0
20200125,60,21,0,0,60,21,0,0,0,0,0,0
20200126,70,10,0,0,70,10,0,0,0,0,0,0
20200127,106,36,0,0,106,36,0,0,0,0,0,0
20200128,152,46,0,0,152,46,0,0,0,0,0,0
20200129,200,48,2,2,198,46,0,0,0,0,0,0
20200130,237,37,3,1,234,36,0,0,0,0,0,0
20200131,297,60,3,0,294,60,0,0,0,0,0,0
20200201,340,43,7,4,333,39,0,0,0,0,0,0
20200202,408,68,7,0,401,68,0,0,0,0,0,0
20200203,480,72,14,7,466,65,0,0,0,0,0,0
20200204,530,50,20,6,510,44,0,0,0,0,0,0
20200205,591,61,23,3,568,58,0,0,0,0,0,0
20200206,665,74,34,11,631,63,0,0,0,0,0,0
20200207,733,68,47,13,686,55,0,0,0,0,0,0
20200208,779,46,59,12,719,33,1,1,0,0,0,0
20200209,830,51,73,14,754,35,3,2,0,0,0,0
20200210,860,30,88,15,768,14,4,1,0,0,0,0
20200211,889,29,108,20,777,9,4,0,0,0,0,0
20200212,910,21,128,20,777,0,5,1,0,0,0,0
20200213,934,24,166,38,762,-15,6,1,0,0,0,0
20200214,950,16,198,32,746,-16,6,0,0,0,0,0
20200215,962,12,232,34,724,-22,6,0,0,0,0,0
20200216,973,11,266,34,701,-23,6,0,0,0,0,0
20200217,982,9,293,27,683,-18,6,0,0,0,0,0
20200218,986,4,361,68,619,-64,6,0,0,0,0,0
20200219,987,1,424,63,557,-62,6,0,0,0,0,0
20200220,988,1,500,76,482,-75,6,0,0,0,0,0
20200221,989,1,567,67,416,-66,6,0,0,0,0,0
20200222,989,0,620,53,363,-53,6,0,0,0,0,0
20200223,989,0,648,28,335,-28,6,0,0,0,0,0
20200224,989,0,692,44,291,-44,6,0,0,0,0,0
20200225,989,0,727,35,256,-35,6,0,0,0,0,0
20200226,989,0,764,37,219,-37,6,0,0,0,0,0
20200227,990,1,814,50,170,-49,6,0,0,0,0,0
20200228,990,0,842,28,142,-28,6,0,0,0,0,0
20200229,990,0,868,26,116,-26,6,0,0,0,0,0
20200301,990,0,888,20,96,-20,6,0,0,0,0,0
20200302,990,0,917,29,67,-29,6,0,0,0,0,0
20200303,990,0,941,24,43,-24,6,0,0,0,0,0
20200304,990,0,956,15,28,-15,6,0,0,0,0,0
20200305,990,0,970,14,14,-14,6,0,0,0,0,0
20200306,990,0,979,9,5,-9,6,0,0,0,0,0
20200307,990,0,981,2,3,-2,6,0,0,0,0,0
20200308,990,0,984,3,0,-3,6,0,0,0,0,0
20200309,990,0,984,0,0,0,6,0,0,0,0,0
20200310,990,0,984,0,0,0,6,0,0,0,0,0
20200311,990,0,984,0,0,0,6,0,0,0,0,0
20200312,990,0,984,0,0,0,6,0,0,0,0,0
20200313,990,0,984,0,0,0,6,0,0,0,0,0
20200314,990,0,984,0,0,0,6,0,0,0,0,0
20200315,990,0,984,0,0,0,6,0,0,0,0,0
20200316,990,0,984,0,0,0,6,0,0,0,0,0
20200317,990,0,984,0,0,0,6,0,0,0,0,0
20200318,990,0,984,0,0,0,6,0,0,0,0,0
20200319,990,0,984,0,0,0,6,0,0,0,0,0
20200320,990,0,984,0,0,0,6,0,0,0,0,0
20200321,990,0,984,0,0,0,6,0,0,0,0,0
20200322,990,0,984,0,0,0,6,0,0,0,0,0
20200323,990,0,984,0,0,0,6,0,0,0,0,0
20200324,990,0,984,0,0,0,6,0,0,0,0,0
20200325,990,0,984,0,0,0,6,0,0,0,0,0
20200326,990,0,984,0,0,0,6,0,0,0,0,0
20200327,990,0,984,0,0,0,6,0,0,0,0,0
20200328,990,0,984,0,0,0,6,0,0,0,0,0
20200329,990,0,984,0,0,0,6,0,0,0,0,0
20200330,990,0,984,0,0,0,6,0,0,0,0,0
20200331,990,0,984,0,0,0,6,0,0,0,0,0
20200401,990,0,984,0,0,0,6,0,0,0,0,0
20200402,990,0,984,0,0,0,6,0,0,0,0,0
20200403,990,0,984,0,0,0,6,0,0,0,0,0
20200404,990,0,984,0,0,0,6,0,0,0,0,0
20200405,990,0,984,0,0,0,6,0,0,0,0,0
20200406,990,0,984,0,0,0,6,0,0,0,0,0
20200407,990,0,984,0,0,0,6,0,0,0,0,0
20200408,991,1,984,0,1,1,6,0,0,0,0,0
20200409,991,0,984,0,1,0,6,0,0,0,0,0
20200410,991,0,984,0,1,0,6,0,0,0,0,0
20200411,991,0,984,0,1,0,6,0,0,0,0,0
20200412,991,0,984,0,1,0,6,0,0,0,0,0
20200413,991,0,984,0,1,0,6,0,0,0,0,0
20200414,991,0,984,0,1,0,6,0,0,0,0,0
20200415,991,0,984,0,1,0,6,0,0,0,0,0
20200416,991,0,984,0,1,0,6,0,0,0,0,0
20200417,991,0,984,0,1,0,6,0,0,0,0,0
20200418,991,0,984,0,1,0,6,0,0,0,0,0
20200419,991,0,984,0,1,0,6,0,0,0,0,0
20200420,991,0,984,0,1,0,6,0,0,0,0,0
20200421,991,0,984,0,1,0,6,0,0,0,0,0
20200422,991,0,984,0,1,0,6,0,0,0,0,0
20200423,991,0,984,0,1,0,6,0,0,0,0,0
20200424,991,0,985,1,0,-1,6,0,0,0,0,0
20200425,991,0,985,0,0,0,6,0,0,0,0,0
20200426,991,0,985,0,0,0,6,0,0,0,0,0
20200427,991,0,985,0,0,0,6,0,0,0,0,0
20200428,991,0,985,0,0,0,6,0,0,0,0,0
20200429,991,0,985,0,0,0,6,0,0,0,0,0
20200430,991,0,985,0,0,0,6,0,0,0,0,0
20200501,991,0,985,0,0,0,6,0,0,0,0,0
20200502,991,0,985,0,0,0,6,0,0,0,0,0
20200503,991,0,985,0,0,0,6,0,0,0,0,0
20200504,991,0,985,0,0,0,6,0,0,0,0,0
20200505,991,0,985,0,0,0,6,0,0,0,0,0
20200506,991,0,985,0,0,0,6,0,0,0,0,0
20200507,991,0,985,0,0,0,6,0,0,0,0,0
20200508,991,0,985,0,0,0,6,0,0,0,0,0
20200509,991,0,985,0,0,0,6,0,0,0,0,0
20200510,991,0,985,0,0,0,6,0,0,0,0,0
20200511,991,0,985,0,0,0,6,0,0,0,0,0
20200512,991,0,985,0,0,0,6,0,0,0,0,0
20200513,991,0,985,0,0,0,6,0,0,0,0,0
20200514,991,0,985,0,0,0,6,0,0,0,0,0
20200515,991,0,985,0,0,0,6,0,0,0,0,0
20200516,991,0,985,0,0,0,6,0,0,0,0,0
20200517,991,0,985,0,0,0,6,0,0,0,0,0
20200518,991,0,985,0,0,0,6,0,0,0,0,0
20200519,991,0,985,0,0,0,6,0,0,0,0,0
20200520,991,0,985,0,0,0,6,0,0,0,0,0
20200521,991,0,985,0,0,0,6,0,0,0,0,0
20200522,991,0,985,0,0,0,6,0,0,0,0,0
20200523,991,0,985,0,0,0,6,0,0,0,0,0
20200524,991,0,985,0,0,0,6,0,0,0,0,0
20200525,991,0,985,0,0,0,6,0,0,0,0,0
20200526,991,0,985,0,0,0,6,0,0,0,0,0
20200527,991,0,985,0,0,0,6,0,0,0,0,0
20200528,991,0,985,0,0,0,6,0,0,0,0,0
20200529,991,0,985,0,0,0,6,0,0,0,0,0
20200530,991,0,985,0,0,0,6,0,0,0,0,0
20200531,991,0,985,0,0,0,6,0,0,0,0,0
20200601,991,0,985,0,0,0,6,0,0,0,0,0
20200602,991,0,985,0,0,0,6,0,0,0,0,0
20200603,991,0,985,0,0,0,6,0,0,0,0,0
20200604,991,0,985,0,0,0,6,0,0,0,0,0
20200605,991,0,985,0,0,0,6,0,0,0,0,0
20200606,991,0,985,0,0,0,6,0,0,0,0,0
20200607,991,0,985,0,0,0,6,0,0,0,0,0
20200608,991,0,985,0,0,0,6,0,0,0,0,0
20200609,991,0,985,0,0,0,6,0,0,0,0,0
20200610,991,0,985,0,0,0,6,0,0,0,0,0
20200611,991,0,985,0,0,0,6,0,0,0,0,0
20200612,991,0,985,0,0,0,6,0,0,0,0,0
20200613,991,0,985,0,0,0,6,0,0,0,0,0
20200614,991,0,985,0,0,0,6,0,0,0,0,0
20200615,991,0,985,0,0,0,6,0,0,0,0,0
20200616,991,0,985,0,0,0,6,0,0,0,0,0
20200617,991,0,985,0,0,0,6,0,0,0,0,0
20200618,991,0,985,0,0,0,6,0,0,0,0,0
20200619,991,0,985,0,0,0,6,0,0,0,0,0
