日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200129,78,20,2,0,76,20,0,0,0,0,0,0
20200130,87,9,2,0,85,9,0,0,0,0,0,0
20200131,100,13,2,0,98,13,0,0,0,0,0,0
20200201,111,11,2,0,109,11,0,0,0,0,0,0
20200202,127,16,2,0,125,16,0,0,0,0,0,0
20200203,139,12,7,5,132,7,0,0,0,0,0,0
20200204,150,11,10,3,140,8,0,0,0,0,0,0
20200205,168,18,14,4,154,14,0,0,0,0,0,0
20200206,172,4,17,3,155,1,0,0,0,0,0,0
20200207,183,11,17,0,166,11,0,0,0,0,0,0
20200208,195,12,18,1,176,10,1,1,0,0,0,0
20200209,210,15,18,0,191,15,1,0,0,0,0,0
20200210,215,5,30,12,184,-7,1,0,0,0,0,0
20200211,222,7,31,1,190,6,1,0,0,0,0,0
20200212,222,0,33,2,187,-3,2,1,0,0,0,0
20200213,226,4,35,2,189,2,2,0,0,0,0,0
20200214,235,9,40,5,193,4,2,0,0,0,0,0
20200215,237,2,46,6,189,-4,2,0,0,0,0,0
20200216,238,1,51,5,185,-4,2,0,0,0,0,0
20200217,242,4,58,7,182,-3,2,0,0,0,0,0
20200218,244,2,76,18,166,-16,2,0,0,0,0,0
20200219,245,1,87,11,156,-10,2,0,0,0,0,0
20200220,246,1,95,8,149,-7,2,0,0,0,0,0
20200221,249,3,99,4,148,-1,2,0,0,0,0,0
20200222,249,0,104,5,143,-5,2,0,0,0,0,0
20200223,251,2,107,3,142,-1,2,0,0,0,0,0
20200224,252,1,129,22,121,-21,2,0,0,0,0,0
20200225,252,0,138,9,112,-9,2,0,0,0,0,0
20200226,252,0,159,21,91,-21,2,0,0,0,0,0
20200227,252,0,166,7,84,-7,2,0,0,0,0,0
20200228,252,0,172,6,78,-6,2,0,0,0,0,0
20200229,252,0,179,7,71,-7,2,0,0,0,0,0
20200301,252,0,188,9,62,-9,2,0,0,0,0,0
20200302,252,0,202,14,48,-14,2,0,0,0,0,0
20200303,252,0,210,8,40,-8,2,0,0,0,0,0
20200304,252,0,213,3,37,-3,2,0,0,0,0,0
20200305,252,0,217,4,33,-4,2,0,0,0,0,0
20200306,252,0,219,2,31,-2,2,0,0,0,0,0
20200307,252,0,223,4,27,-4,2,0,0,0,0,0
20200308,252,0,230,7,20,-7,2,0,0,0,0,0
20200309,252,0,234,4,16,-4,2,0,0,0,0,0
20200310,252,0,237,3,13,-3,2,0,0,0,0,0
20200311,252,0,241,4,9,-4,2,0,0,0,0,0
20200312,252,0,243,2,7,-2,2,0,0,0,0,0
20200313,252,0,243,0,7,0,2,0,0,0,0,0
20200314,252,0,243,0,7,0,2,0,0,0,0,0
20200315,252,0,247,4,3,-4,2,0,0,0,0,0
20200316,253,1,248,1,3,0,2,0,0,0,0,0
20200317,253,0,250,2,1,-2,2,0,0,0,0,0
20200318,253,0,250,0,1,0,2,0,0,0,0,0
20200319,254,1,250,0,2,1,2,0,0,0,0,0
20200320,254,0,250,0,2,0,2,0,0,0,0,0
20200321,254,0,250,0,2,0,2,0,0,0,0,0
20200322,254,0,250,0,2,0,2,0,0,0,0,0
20200323,254,0,250,0,2,0,2,0,0,0,0,0
20200324,254,0,250,0,2,0,2,0,0,0,0,0
20200325,254,0,250,0,2,0,2,0,0,0,0,0
20200326,254,0,250,0,2,0,2,0,0,0,0,0
20200327,254,0,250,0,2,0,2,0,0,0,0,0
20200328,254,0,250,0,2,0,2,0,0,0,0,0
20200329,254,0,250,0,2,0,2,0,0,0,0,0
20200330,254,0,250,0,2,0,2,0,0,0,0,0
20200331,254,0,250,0,2,0,2,0,0,0,0,0
20200401,254,0,252,2,0,-2,2,0,0,0,0,0
20200402,254,0,252,0,0,0,2,0,0,0,0,0
20200403,254,0,252,0,0,0,2,0,0,0,0,0
20200404,254,0,252,0,0,0,2,0,0,0,0,0
20200405,254,0,252,0,0,0,2,0,0,0,0,0
20200406,254,0,252,0,0,0,2,0,0,0,0,0
20200407,254,0,252,0,0,0,2,0,0,0,0,0
20200408,254,0,252,0,0,0,2,0,0,0,0,0
20200409,254,0,252,0,0,0,2,0,0,0,0,0
20200410,254,0,252,0,0,0,2,0,0,0,0,0
20200411,254,0,252,0,0,0,2,0,0,0,0,0
20200412,254,0,252,0,0,0,2,0,0,0,0,0
20200413,254,0,252,0,0,0,2,0,0,0,0,0
20200414,254,0,252,0,0,0,2,0,0,0,0,0
20200415,254,0,252,0,0,0,2,0,0,0,0,0
20200416,254,0,252,0,0,0,2,0,0,0,0,0
20200417,254,0,252,0,0,0,2,0,0,0,0,0
20200418,254,0,252,0,0,0,2,0,0,0,0,0
20200419,254,0,252,0,0,0,2,0,0,0,0,0
20200420,254,0,252,0,0,0,2,0,0,0,0,0
20200421,254,0,252,0,0,0,2,0,0,0,0,0
20200422,254,0,252,0,0,0,2,0,0,0,0,0
20200423,254,0,252,0,0,0,2,0,0,0,0,0
20200424,254,0,252,0,0,0,2,0,0,0,0,0
20200425,254,0,252,0,0,0,2,0,0,0,0,0
20200426,254,0,252,0,0,0,2,0,0,0,0,0
20200427,254,0,252,0,0,0,2,0,0,0,0,0
20200428,254,0,252,0,0,0,2,0,0,0,0,0
20200429,254,0,252,0,0,0,2,0,0,0,0,0
20200430,254,0,252,0,0,0,2,0,0,0,0,0
20200501,254,0,252,0,0,0,2,0,0,0,0,0
20200502,254,0,252,0,0,0,2,0,0,0,0,0
20200503,254,0,252,0,0,0,2,0,0,0,0,0
20200504,254,0,252,0,0,0,2,0,0,0,0,0
20200505,254,0,252,0,0,0,2,0,0,0,0,0
20200506,254,0,252,0,0,0,2,0,0,0,0,0
20200507,254,0,252,0,0,0,2,0,0,0,0,0
20200508,254,0,252,0,0,0,2,0,0,0,0,0
20200509,254,0,252,0,0,0,2,0,0,0,0,0
20200510,254,0,252,0,0,0,2,0,0,0,0,0
20200511,254,0,252,0,0,0,2,0,0,0,0,0
20200512,254,0,252,0,0,0,2,0,0,0,0,0
20200513,254,0,252,0,0,0,2,0,0,0,0,0
20200514,254,0,252,0,0,0,2,0,0,0,0,0
20200515,254,0,252,0,0,0,2,0,0,0,0,0
20200516,254,0,252,0,0,0,2,0,0,0,0,0
20200517,254,0,252,0,0,0,2,0,0,0,0,0
20200518,254,0,252,0,0,0,2,0,0,0,0,0
20200519,254,0,252,0,0,0,2,0,0,0,0,0
20200520,254,0,252,0,0,0,2,0,0,0,0,0
20200521,254,0,252,0,0,0,2,0,0,0,0,0
20200522,254,0,252,0,0,0,2,0,0,0,0,0
20200523,254,0,252,0,0,0,2,0,0,0,0,0
20200524,254,0,252,0,0,0,2,0,0,0,0,0
20200525,254,0,252,0,0,0,2,0,0,0,0,0
20200526,254,0,252,0,0,0,2,0,0,0,0,0
20200527,254,0,252,0,0,0,2,0,0,0,0,0
20200528,254,0,252,0,0,0,2,0,0,0,0,0
20200529,254,0,252,0,0,0,2,0,0,0,0,0
20200530,254,0,252,0,0,0,2,0,0,0,0,0
20200531,254,0,252,0,0,0,2,0,0,0,0,0
20200601,254,0,252,0,0,0,2,0,0,0,0,0
20200602,254,0,252,0,0,0,2,0,0,0,0,0
20200603,254,0,252,0,0,0,2,0,0,0,0,0
20200604,254,0,252,0,0,0,2,0,0,0,0,0
20200605,254,0,252,0,0,0,2,0,0,0,0,0
20200606,254,0,252,0,0,0,2,0,0,0,0,0
20200607,254,0,252,0,0,0,2,0,0,0,0,0
20200608,254,0,252,0,0,0,2,0,0,0,0,0
20200609,254,0,252,0,0,0,2,0,0,0,0,0
20200610,254,0,252,0,0,0,2,0,0,0,0,0
20200611,254,0,252,0,0,0,2,0,0,0,0,0
20200612,254,0,252,0,0,0,2,0,0,0,0,0
20200613,254,0,252,0,0,0,2,0,0,0,0,0
20200614,254,0,252,0,0,0,2,0,0,0,0,0
20200615,254,0,252,0,0,0,2,0,0,0,0,0
20200616,254,0,252,0,0,0,2,0,0,0,0,0
20200617,254,0,252,0,0,0,2,0,0,0,0,0
20200618,254,0,252,0,0,0,2,0,0,0,0,0
20200619,254,0,252,0,0,0,2,0,0,0,0,0
20200620,254,0,252,0,0,0,2,0,0,0,0,0
20200621,254,0,252,0,0,0,2,0,0,0,0,0
20200622,254,0,252,0,0,0,2,0,0,0,0,0
20200623,254,0,252,0,0,0,2,0,0,0,0,0
20200624,254,0,252,0,0,0,2,0,0,0,0,0
20200625,254,0,252,0,0,0,2,0,0,0,0,0
20200626,254,0,252,0,0,0,2,0,0,0,0,0
20200627,254,0,252,0,0,0,2,0,0,0,0,0
20200628,254,0,252,0,0,0,2,0,0,0,0,0
20200629,254,0,252,0,0,0,2,0,0,0,0,0
20200630,254,0,252,0,0,0,2,0,0,0,0,0
20200701,254,0,252,0,0,0,2,0,0,0,0,0
20200702,254,0,252,0,0,0,2,0,0,0,0,0
20200703,254,0,252,0,0,0,2,0,0,0,0,0
20200704,254,0,252,0,0,0,2,0,0,0,0,0
20200705,254,0,252,0,0,0,2,0,0,0,0,0
