日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200129,145,24,1,1,144,23,0,0,0,0,0,0
20200130,178,33,2,1,176,32,0,0,0,0,0,0
20200131,202,24,2,0,200,24,0,0,0,0,0,0
20200201,225,23,5,3,220,20,0,0,0,0,0,0
20200202,246,21,6,1,240,20,0,0,0,0,0,0
20200203,270,24,7,1,263,23,0,0,0,0,0,0
20200204,298,28,13,6,285,22,0,0,0,0,0,0
20200205,343,45,18,5,325,40,0,0,0,0,0,0
20200206,379,36,31,13,348,23,0,0,0,0,0,0
20200207,407,28,38,7,369,21,0,0,0,0,0,0
20200208,435,28,50,12,384,15,1,1,0,0,0,0
20200209,459,24,63,13,395,11,1,0,0,0,0,0
20200210,486,27,71,8,414,19,1,0,0,0,0,0
20200211,497,11,80,9,416,2,1,0,0,0,0,0
20200212,506,9,98,18,406,-10,2,1,0,0,0,0
20200213,519,13,111,13,406,0,2,0,0,0,0,0
20200214,530,11,139,28,389,-17,2,0,0,0,0,0
20200215,537,7,164,25,371,-18,2,0,0,0,0,0
20200216,541,4,175,11,364,-7,2,0,0,0,0,0
20200217,543,2,193,18,348,-16,2,0,0,0,0,0
20200218,544,1,215,22,326,-22,3,1,0,0,0,0
20200219,546,2,238,23,304,-22,4,1,0,0,0,0
20200220,748,202,270,32,474,170,4,0,0,0,0,0
20200221,750,2,293,23,453,-21,4,0,0,0,0,0
20200222,754,4,311,18,439,-14,4,0,0,0,0,0
20200223,755,1,325,14,426,-13,4,0,0,0,0,0
20200224,755,0,343,18,406,-20,6,2,0,0,0,0
20200225,756,1,357,14,393,-13,6,0,0,0,0,0
20200226,756,0,381,24,369,-24,6,0,0,0,0,0
20200227,756,0,390,9,360,-9,6,0,0,0,0,0
20200228,756,0,411,21,339,-21,6,0,0,0,0,0
20200229,756,0,431,20,319,-20,6,0,0,0,0,0
20200301,758,2,455,24,297,-22,6,0,0,0,0,0
20200302,758,0,497,42,255,-42,6,0,0,0,0,0
20200303,758,0,511,14,241,-14,6,0,0,0,0,0
20200304,758,0,576,65,176,-65,6,0,0,0,0,0
20200305,758,0,602,26,150,-26,6,0,0,0,0,0
20200306,758,0,625,23,127,-23,6,0,0,0,0,0
20200307,758,0,637,12,115,-12,6,0,0,0,0,0
20200308,758,0,647,10,105,-10,6,0,0,0,0,0
20200309,758,0,703,56,49,-56,6,0,0,0,0,0
20200310,759,1,721,18,32,-17,6,0,0,0,0,0
20200311,760,1,733,12,21,-11,6,0,0,0,0,0
20200312,760,0,739,6,14,-7,7,1,0,0,0,0
20200313,760,0,740,1,13,-1,7,0,0,0,0,0
20200314,760,0,741,1,12,-1,7,0,0,0,0,0
20200315,760,0,743,2,10,-2,7,0,0,0,0,0
20200316,761,1,746,3,8,-2,7,0,0,0,0,0
20200317,761,0,746,0,8,0,7,0,0,0,0,0
20200318,761,0,747,1,7,-1,7,0,0,0,0,0
20200319,762,1,748,1,7,0,7,0,0,0,0,0
20200320,764,2,749,1,8,1,7,0,0,0,0,0
20200321,765,1,750,1,8,0,7,0,0,0,0,0
20200322,767,2,751,1,9,1,7,0,0,0,0,0
20200323,768,1,752,1,9,0,7,0,0,0,0,0
20200324,769,1,752,0,10,1,7,0,0,0,0,0
20200325,769,0,752,0,10,0,7,0,0,0,0,0
20200326,771,2,752,0,12,2,7,0,0,0,12,12
20200327,772,1,752,0,13,1,7,0,0,0,12,0
20200328,772,0,752,0,13,0,7,0,0,0,12,0
20200329,773,1,753,1,13,0,7,0,0,0,14,2
20200330,774,1,753,0,14,1,7,0,0,0,14,0
20200331,774,0,753,0,14,0,7,0,0,0,14,0
20200401,775,1,753,0,15,1,7,0,0,0,14,0
20200402,778,3,754,1,17,2,7,0,0,0,0,-14
20200403,778,0,755,1,16,-1,7,0,0,0,0,0
20200404,779,1,755,0,17,1,7,0,0,0,14,14
20200405,780,1,755,0,18,1,7,0,0,0,14,0
20200406,781,1,755,0,19,1,7,0,0,0,14,0
20200407,783,2,755,0,21,2,7,0,0,0,0,-14
20200408,783,0,756,1,20,-1,7,0,0,0,0,0
20200409,783,0,756,0,20,0,7,0,0,0,14,14
20200410,784,1,757,1,20,0,7,0,0,0,14,0
20200411,784,0,757,0,20,0,7,0,0,0,14,0
20200412,784,0,758,1,19,-1,7,0,0,0,14,0
20200413,784,0,759,1,18,-1,7,0,0,0,14,0
20200414,784,0,761,2,16,-2,7,0,0,0,14,0
20200415,784,0,761,0,16,0,7,0,0,0,14,0
20200416,787,3,761,0,19,3,7,0,0,0,14,0
20200417,787,0,765,4,15,-4,7,0,0,0,14,0
20200418,787,0,765,0,15,0,7,0,0,0,14,0
20200419,787,0,765,0,15,0,7,0,0,0,14,0
20200420,787,0,765,0,15,0,7,0,0,0,14,0
20200421,787,0,766,1,14,-1,7,0,0,0,14,0
20200422,787,0,766,0,14,0,7,0,0,0,14,0
20200423,787,0,766,0,14,0,7,0,0,0,14,0
20200424,787,0,767,1,13,-1,7,0,0,0,14,0
20200425,787,0,767,0,13,0,7,0,0,0,14,0
20200426,787,0,768,1,12,-1,7,0,0,0,14,0
20200427,787,0,768,0,12,0,7,0,0,0,14,0
20200428,787,0,771,3,9,-3,7,0,0,0,14,0
20200429,787,0,772,1,8,-1,7,0,0,0,14,0
20200430,787,0,772,0,8,0,7,0,0,0,14,0
20200501,787,0,772,0,8,0,7,0,0,0,14,0
20200502,787,0,772,0,8,0,7,0,0,0,14,0
20200503,788,1,773,1,8,0,7,0,0,0,14,0
20200504,788,0,773,0,8,0,7,0,0,0,14,0
20200505,788,0,775,2,6,-2,7,0,0,0,14,0
20200506,788,0,775,0,6,0,7,0,0,0,14,0
20200507,788,0,776,1,5,-1,7,0,0,0,14,0
20200508,788,0,776,0,5,0,7,0,0,0,14,0
20200509,788,0,776,0,5,0,7,0,0,0,14,0
20200510,788,0,777,1,4,-1,7,0,0,0,14,0
20200511,788,0,777,0,4,0,7,0,0,0,14,0
20200512,788,0,777,0,4,0,7,0,0,0,14,0
20200513,788,0,777,0,4,0,7,0,0,0,14,0
20200514,788,0,778,1,3,-1,7,0,0,0,14,0
20200515,788,0,780,2,1,-2,7,0,0,0,14,0
20200516,788,0,780,0,1,0,7,0,0,0,14,0
20200517,788,0,780,0,1,0,7,0,0,0,14,0
20200518,788,0,780,0,1,0,7,0,0,0,14,0
20200519,788,0,780,0,1,0,7,0,0,0,14,0
20200520,788,0,780,0,1,0,7,0,0,0,14,0
20200521,788,0,780,0,1,0,7,0,0,0,14,0
20200522,788,0,780,0,1,0,7,0,0,0,14,0
20200523,788,0,780,0,1,0,7,0,0,0,14,0
20200524,788,0,780,0,1,0,7,0,0,0,14,0
20200525,788,0,780,0,1,0,7,0,0,0,14,0
20200526,788,0,780,0,1,0,7,0,0,0,14,0
20200527,788,0,780,0,1,0,7,0,0,0,14,0
20200528,788,0,780,0,1,0,7,0,0,0,14,0
20200529,790,2,780,0,3,2,7,0,0,0,14,0
20200530,792,2,780,0,5,2,7,0,0,0,14,0
20200531,792,0,780,0,5,0,7,0,0,0,14,0
20200601,792,0,780,0,5,0,7,0,0,0,14,0
20200602,792,0,780,0,5,0,7,0,0,0,14,0
20200603,792,0,780,0,5,0,7,0,0,0,14,0
20200604,792,0,780,0,5,0,7,0,0,0,14,0
20200605,792,0,780,0,5,0,7,0,0,0,14,0
20200606,792,0,780,0,5,0,7,0,0,0,14,0
