日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200129,27,3,0,0,27,3,0,0,0,0,0,0
20200130,31,4,0,0,31,4,0,0,0,0,0,0
20200131,32,1,0,0,32,1,0,0,0,0,0,0
20200201,41,9,0,0,41,9,0,0,0,0,0,0
20200202,48,7,1,1,47,6,0,0,0,0,0,0
20200203,60,12,1,0,59,12,0,0,0,0,0,0
20200204,67,7,2,1,65,6,0,0,0,0,0,0
20200205,78,11,2,0,75,10,1,1,0,0,0,0
20200206,79,1,2,0,76,1,1,0,0,0,0,0
20200207,81,2,2,0,78,2,1,0,0,0,0,0
20200208,88,7,4,2,83,5,1,0,0,0,0,0
20200209,91,3,4,0,86,3,1,0,0,0,0,0
20200210,95,4,4,0,89,3,2,1,0,0,0,0
20200211,106,11,10,6,94,5,2,0,0,0,0,0
20200212,112,6,11,1,99,5,2,0,0,0,0,0
20200213,119,7,21,10,95,-4,3,1,0,0,0,0
20200214,120,1,32,11,85,-10,3,0,0,0,0,0
20200215,122,2,37,5,82,-3,3,0,0,0,0,0
20200216,124,2,45,8,76,-6,3,0,0,0,0,0
20200217,125,1,46,1,76,0,3,0,0,0,0,0
20200218,128,3,48,2,77,1,3,0,0,0,0,0
20200219,130,2,54,6,73,-4,3,0,0,0,0,0
20200220,131,1,59,5,69,-4,3,0,0,0,0,0
20200221,133,2,62,3,68,-1,3,0,0,0,0,0
20200222,135,2,65,3,67,-1,3,0,0,0,0,0
20200223,135,0,81,16,51,-16,3,0,0,0,0,0
20200224,135,0,87,6,45,-6,3,0,0,0,0,0
20200225,135,0,91,4,41,-4,3,0,0,0,0,0
20200226,135,0,96,5,36,-5,3,0,0,0,0,0
20200227,136,1,102,6,31,-5,3,0,0,0,0,0
20200228,136,0,105,3,28,-3,3,0,0,0,0,0
20200229,136,0,109,4,24,-4,3,0,0,0,0,0
20200301,136,0,111,2,22,-2,3,0,0,0,0,0
20200302,136,0,118,7,15,-7,3,0,0,0,0,0
20200303,136,0,124,6,9,-6,3,0,0,0,0,0
20200304,136,0,128,4,5,-4,3,0,0,0,0,0
20200305,136,0,128,0,5,0,3,0,0,0,0,0
20200306,136,0,128,0,5,0,3,0,0,0,0,0
20200307,136,0,128,0,5,0,3,0,0,0,0,0
20200308,136,0,129,1,4,-1,3,0,0,0,0,0
20200309,136,0,130,1,3,-1,3,0,0,0,0,0
20200310,136,0,131,1,2,-1,3,0,0,0,0,0
20200311,136,0,132,1,1,-1,3,0,0,0,0,0
20200312,136,0,132,0,1,0,3,0,0,0,0,0
20200313,136,0,132,0,1,0,3,0,0,0,0,0
20200314,136,0,132,0,1,0,3,0,0,0,0,0
20200315,136,0,133,1,0,-1,3,0,0,0,0,0
20200316,136,0,133,0,0,0,3,0,0,0,0,0
20200317,136,0,133,0,0,0,3,0,0,0,0,0
