日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200129,142,34,1,1,140,32,1,1,0,0,0,0
20200130,177,35,1,0,175,35,1,0,0,0,0,0
20200131,207,30,3,2,203,28,1,0,0,0,0,0
20200201,231,24,3,0,227,24,1,0,0,0,0,0
20200202,254,23,12,9,241,14,1,0,0,0,0,0
20200203,282,28,14,2,267,26,1,0,0,0,0,0
20200204,301,19,23,9,277,10,1,0,0,0,0,0
20200205,321,20,27,4,293,16,1,0,0,0,0,0
20200206,344,23,37,10,306,13,1,0,0,0,0,0
20200207,363,19,50,13,312,6,1,0,0,0,0,0
20200208,386,23,60,10,325,13,1,0,0,0,0,0
20200209,405,19,76,16,328,3,1,0,0,0,0,0
20200210,417,12,82,6,334,6,1,0,0,0,0,0
20200211,436,19,85,3,350,16,1,0,0,0,0,0
20200212,451,15,93,8,357,7,1,0,0,0,0,0
20200213,463,12,105,12,357,0,1,0,0,0,0,0
20200214,470,7,115,10,354,-3,1,0,0,0,0,0
20200215,481,11,127,12,351,-3,3,2,0,0,0,0
20200216,495,14,136,9,356,5,3,0,0,0,0,0
20200217,508,13,163,27,342,-14,3,0,0,0,0,0
20200218,514,6,177,14,334,-8,3,0,0,0,0,0
20200219,520,6,198,21,319,-15,3,0,0,0,0,0
20200220,525,5,222,24,300,-19,3,0,0,0,0,0
20200221,526,1,242,20,281,-19,3,0,0,0,0,0
20200222,526,0,256,14,267,-14,3,0,0,0,0,0
20200223,527,1,263,7,261,-6,3,0,0,0,0,0
20200224,529,2,278,15,248,-13,3,0,0,0,0,0
20200225,531,2,292,14,236,-12,3,0,0,0,0,0
20200226,534,3,310,18,221,-15,3,0,0,0,0,0
20200227,538,4,326,16,209,-12,3,0,0,0,0,0
20200228,538,0,350,24,185,-24,3,0,0,0,0,0
20200229,538,0,363,13,172,-13,3,0,0,0,0,0
20200301,538,0,378,15,157,-15,3,0,0,0,0,0
20200302,538,0,389,11,146,-11,3,0,0,0,0,0
20200303,538,0,400,11,135,-11,3,0,0,0,0,0
20200304,539,1,418,18,118,-17,3,0,0,0,0,0
20200305,539,0,428,10,108,-10,3,0,0,0,0,0
20200306,539,0,448,20,88,-20,3,0,0,0,0,0
20200307,539,0,457,9,79,-9,3,0,0,0,0,0
20200308,539,0,465,8,71,-8,3,0,0,0,0,0
20200309,539,0,470,5,66,-5,3,0,0,0,0,0
20200310,539,0,484,14,52,-14,3,0,0,0,0,0
20200311,539,0,494,10,42,-10,3,0,0,0,0,0
20200312,539,0,500,6,36,-6,3,0,0,0,0,0
20200313,539,0,510,10,26,-10,3,0,0,0,0,0
20200314,539,0,515,5,21,-5,3,0,0,0,0,0
20200315,539,0,516,1,20,-1,3,0,0,0,0,0
20200316,539,0,520,4,16,-4,3,0,0,0,0,0
20200317,540,1,525,5,12,-4,3,0,0,0,0,0
20200318,540,0,531,6,6,-6,3,0,0,0,0,0
20200319,541,1,536,5,2,-4,3,0,0,0,0,0
20200320,542,1,536,0,3,1,3,0,0,0,0,0
20200321,543,1,536,0,4,1,3,0,0,0,0,0
20200322,543,0,536,0,4,0,3,0,0,0,0,0
20200323,545,2,536,0,6,2,3,0,0,0,0,0
20200324,547,2,536,0,8,2,3,0,0,0,2,2
20200325,547,0,536,0,8,0,3,0,0,0,2,0
20200326,548,1,536,0,9,1,3,0,0,0,2,0
20200327,548,0,536,0,9,0,3,0,0,0,2,0
20200328,550,2,536,0,11,2,3,0,0,0,2,0
20200329,550,0,536,0,11,0,3,0,0,0,11,9
20200330,550,0,536,0,11,0,3,0,0,0,11,0
20200331,552,2,536,0,13,2,3,0,0,0,13,2
20200401,554,2,537,1,14,1,3,0,0,0,13,0
20200402,555,1,537,0,15,1,3,0,0,0,0,-13
20200403,557,2,538,1,16,1,3,0,0,0,0,0
20200404,558,1,539,1,16,0,3,0,0,0,13,13
20200405,559,1,540,1,16,0,3,0,0,0,13,0
20200406,560,1,541,1,16,0,3,0,0,0,13,0
20200407,560,0,541,0,16,0,3,0,0,0,0,-13
20200408,560,0,541,0,16,0,3,0,0,0,0,0
20200409,560,0,546,5,11,-5,3,0,0,0,13,13
20200410,560,0,547,1,10,-1,3,0,0,0,13,0
20200411,560,0,547,0,10,0,3,0,0,0,13,0
20200412,560,0,548,1,9,-1,3,0,0,0,13,0
20200413,560,0,548,0,9,0,3,0,0,0,13,0
20200414,560,0,550,2,7,-2,3,0,0,0,13,0
20200415,560,0,552,2,5,-2,3,0,0,0,13,0
20200416,560,0,552,0,5,0,3,0,0,0,13,0
20200417,561,1,553,1,5,0,3,0,0,0,13,0
20200418,561,0,554,1,4,-1,3,0,0,0,13,0
20200419,561,0,554,0,4,0,3,0,0,0,13,0
20200420,561,0,554,0,4,0,3,0,0,0,13,0
20200421,561,0,556,2,2,-2,3,0,0,0,13,0
20200422,561,0,557,1,1,-1,3,0,0,0,13,0
20200423,561,0,558,1,0,-1,3,0,0,0,13,0
20200424,561,0,558,0,0,0,3,0,0,0,13,0
20200425,561,0,558,0,0,0,3,0,0,0,13,0
20200426,561,0,558,0,0,0,3,0,0,0,13,0
20200427,561,0,558,0,0,0,3,0,0,0,13,0
20200428,561,0,558,0,0,0,3,0,0,0,13,0
20200429,561,0,558,0,0,0,3,0,0,0,13,0
20200430,561,0,558,0,0,0,3,0,0,0,13,0
20200501,561,0,558,0,0,0,3,0,0,0,13,0
20200502,561,0,558,0,0,0,3,0,0,0,13,0
20200503,561,0,558,0,0,0,3,0,0,0,13,0
20200504,561,0,558,0,0,0,3,0,0,0,13,0
20200505,561,0,558,0,0,0,3,0,0,0,13,0
20200506,561,0,558,0,0,0,3,0,0,0,13,0
20200507,561,0,558,0,0,0,3,0,0,0,13,0
20200508,561,0,558,0,0,0,3,0,0,0,13,0
20200509,561,0,558,0,0,0,3,0,0,0,13,0
20200510,561,0,558,0,0,0,3,0,0,0,13,0
20200511,561,0,558,0,0,0,3,0,0,0,13,0
20200512,561,0,558,0,0,0,3,0,0,0,13,0
20200513,561,0,558,0,0,0,3,0,0,0,13,0
20200514,561,0,558,0,0,0,3,0,0,0,13,0
20200515,561,0,558,0,0,0,3,0,0,0,13,0
20200516,561,0,558,0,0,0,3,0,0,0,13,0
20200517,561,0,558,0,0,0,3,0,0,0,13,0
20200518,561,0,558,0,0,0,3,0,0,0,13,0
20200519,561,0,558,0,0,0,3,0,0,0,13,0
20200520,561,0,558,0,0,0,3,0,0,0,13,0
20200521,563,2,558,0,2,2,3,0,0,0,13,0
20200522,563,0,558,0,2,0,3,0,0,0,13,0
20200523,563,0,558,0,2,0,3,0,0,0,13,0
20200524,564,1,558,0,3,1,3,0,0,0,13,0
20200525,564,0,558,0,3,0,3,0,0,0,13,0
20200526,564,0,558,0,3,0,3,0,0,0,13,0
20200527,564,0,558,0,3,0,3,0,0,0,13,0
20200528,564,0,558,0,3,0,3,0,0,0,13,0
20200529,564,0,558,0,3,0,3,0,0,0,13,0
20200530,564,0,558,0,3,0,3,0,0,0,13,0
20200531,575,11,558,0,14,11,3,0,0,0,13,0
20200601,577,2,558,0,16,2,3,0,0,0,13,0
20200602,577,0,558,0,16,0,3,0,0,0,13,0
20200603,577,0,558,0,16,0,3,0,0,0,13,0
20200604,578,1,558,0,17,1,3,0,0,0,13,0
20200605,578,0,558,0,17,0,3,0,0,0,13,0
20200606,578,0,558,0,17,0,3,0,0,0,13,0
20200607,581,3,558,0,20,3,3,0,0,0,13,0
20200608,582,1,558,0,21,1,3,0,0,0,13,0
20200609,582,0,558,0,21,0,3,0,0,0,13,0
20200610,582,0,560,2,19,-2,3,0,0,0,13,0
20200611,582,0,561,1,18,-1,3,0,0,0,13,0
20200612,583,1,562,1,18,0,3,0,0,0,13,0
20200613,583,0,563,1,17,-1,3,0,0,0,13,0
20200614,587,4,563,0,21,4,3,0,0,0,13,0
20200615,588,1,564,1,21,0,3,0,0,0,13,0
20200616,589,1,565,1,21,0,3,0,0,0,13,0
20200617,589,0,567,2,19,-2,3,0,0,0,13,0
20200618,589,0,569,2,17,-2,3,0,0,0,13,0
20200619,589,0,570,1,16,-1,3,0,0,0,13,0
20200620,589,0,570,0,16,0,3,0,0,0,13,0
20200621,589,0,570,0,16,0,3,0,0,0,13,0
20200622,589,0,572,2,14,-2,3,0,0,0,13,0
20200623,589,0,573,1,13,-1,3,0,0,0,13,0
20200624,589,0,575,2,11,-2,3,0,0,0,13,0
20200625,589,0,575,0,11,0,3,0,0,0,13,0
20200626,589,0,575,0,11,0,3,0,0,0,13,0
20200627,589,0,575,0,11,0,3,0,0,0,13,0
20200628,592,3,577,2,12,1,3,0,0,0,13,0
20200629,595,3,578,1,14,2,3,0,0,0,13,0
20200630,595,0,580,2,12,-2,3,0,0,0,13,0
20200701,595,0,580,0,12,0,3,0,0,0,13,0
20200702,595,0,581,1,11,-1,3,0,0,0,13,0
20200703,595,0,581,0,11,0,3,0,0,0,13,0
20200704,596,1,581,0,12,1,3,0,0,0,13,0
20200705,596,0,581,0,12,0,3,0,0,0,13,0
20200706,598,2,581,0,14,2,3,0,0,0,13,0
20200707,598,0,581,0,14,0,3,0,0,0,13,0
20200708,599,1,582,1,14,0,3,0,0,0,13,0
20200709,599,0,585,3,11,-3,3,0,0,0,13,0
20200710,599,0,587,2,9,-2,3,0,0,0,13,0
20200711,599,0,587,0,9,0,3,0,0,0,13,0
20200712,599,0,587,0,9,0,3,0,0,0,13,0
20200713,599,0,589,2,7,-2,3,0,0,0,13,0
20200714,599,0,589,0,7,0,3,0,0,0,13,0
20200715,599,0,590,1,6,-1,3,0,0,0,13,0
20200716,599,0,591,1,5,-1,3,0,0,0,13,0
20200717,599,0,592,1,4,-1,3,0,0,0,13,0
20200718,599,0,592,0,4,0,3,0,0,0,13,0
20200719,602,3,592,0,7,3,3,0,0,0,13,0
20200720,603,1,593,1,7,0,3,0,0,0,13,0
20200721,603,1,593,1,7,0,3,0,0,0,13,0
20200722,603,0,594,1,6,-1,3,0,0,0,13,0
20200723,603,0,594,1,6,-1,3,0,0,0,13,0
20200724,603,0,594,0,6,0,3,0,0,0,13,0
20200725,603,0,594,0,6,0,3,0,0,0,13,0
20200726,604,1,594,0,7,1,3,0,0,0,13,0
20200727,604,0,595,1,6,-1,3,0,0,0,13,0
20200728,604,0,596,1,5,-1,3,0,0,0,13,0
20200729,604,0,596,0,5,0,3,0,0,0,13,0
20200730,604,0,597,1,4,-1,3,0,0,0,13,0
20200731,604,0,597,0,4,0,3,0,0,0,13,0
20200801,608,4,597,0,8,4,3,0,0,0,13,0
20200802,608,0,597,0,8,0,3,0,0,0,13,0
20200803,609,1,597,0,9,1,3,0,0,0,13,0
20200804,610,1,598,1,9,0,3,0,0,0,13,0
20200805,610,1,598,1,9,0,3,0,0,0,13,0
20200806,611,1,599,1,9,0,3,0,0,0,13,0
20200807,611,0,599,0,9,0,3,0,0,0,13,0
20200808,611,0,599,0,9,0,3,0,0,0,13,0
20200809,615,4,599,0,13,4,3,0,0,0,13,0
20200810,615,0,599,0,13,0,3,0,0,0,13,0
20200811,615,0,599,0,13,0,3,0,0,0,13,0
