日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200129,165,18,1,1,164,17,0,0,0,0,0,0
20200130,206,41,1,0,205,41,0,0,0,0,0,0
20200131,238,32,1,0,236,31,1,1,0,0,0,0
20200201,262,24,3,2,258,22,1,0,0,0,0,0
20200202,300,38,7,4,291,33,2,1,0,0,0,0
20200203,337,37,9,2,326,35,2,0,0,0,0,0
20200204,366,29,14,5,350,24,2,0,0,0,0,0
20200205,389,23,15,1,372,22,2,0,0,0,0,0
20200206,411,22,24,9,385,13,2,0,0,0,0,0
20200207,426,15,31,7,393,8,2,0,0,0,0,0
20200208,446,20,39,8,405,12,2,0,0,0,0,0
20200209,468,22,51,12,415,10,2,0,0,0,0,0
20200210,486,18,66,15,418,3,2,0,0,0,0,0
20200211,505,19,79,13,423,5,3,1,0,0,0,0
20200212,518,13,102,23,413,-10,3,0,0,0,0,0
20200213,529,11,128,26,397,-16,4,1,0,0,0,0
20200214,537,8,152,24,380,-17,5,1,0,0,0,0
20200215,544,7,184,32,355,-25,5,0,0,0,0,0
20200216,551,7,207,23,339,-16,5,0,0,0,0,0
20200217,553,2,225,18,323,-16,5,0,0,0,0,0
20200218,555,2,254,29,296,-27,5,0,0,0,0,0
20200219,560,5,274,20,281,-15,5,0,0,0,0,0
20200220,567,7,299,25,262,-19,6,1,0,0,0,0
20200221,572,5,316,17,250,-12,6,0,0,0,0,0
20200222,573,1,328,12,239,-11,6,0,0,0,0,0
20200223,575,2,335,7,234,-5,6,0,0,0,0,0
20200224,576,1,349,14,221,-13,6,0,0,0,0,0
20200225,576,0,372,23,198,-23,6,0,0,0,0,0
20200226,576,0,384,12,186,-12,6,0,0,0,0,0
20200227,576,0,401,17,169,-17,6,0,0,0,0,0
20200228,576,0,422,21,148,-21,6,0,0,0,0,0
20200229,576,0,438,16,132,-16,6,0,0,0,0,0
20200301,576,0,450,12,120,-12,6,0,0,0,0,0
20200302,576,0,469,19,101,-19,6,0,0,0,0,0
20200303,576,0,490,21,80,-21,6,0,0,0,0,0
20200304,576,0,502,12,68,-12,6,0,0,0,0,0
20200305,576,0,512,10,58,-10,6,0,0,0,0,0
20200306,576,0,520,8,50,-8,6,0,0,0,0,0
20200307,576,0,526,6,44,-6,6,0,0,0,0,0
20200308,576,0,527,1,43,-1,6,0,0,0,0,0
20200309,576,0,542,15,28,-15,6,0,0,0,0,0
20200310,576,0,547,5,23,-5,6,0,0,0,0,0
20200311,576,0,554,7,16,-7,6,0,0,0,0,0
20200312,576,0,564,10,6,-10,6,0,0,0,0,0
20200313,576,0,566,2,4,-2,6,0,0,0,0,0
20200314,576,0,569,3,1,-3,6,0,0,0,0,0
20200315,576,0,570,1,0,-1,6,0,0,0,0,0
20200316,576,0,570,0,0,0,6,0,0,0,0,0
20200317,576,0,570,0,0,0,6,0,0,0,0,0
20200318,576,0,570,0,0,0,6,0,0,0,0,0
20200319,576,0,570,0,0,0,6,0,0,0,0,0
20200320,576,0,570,0,0,0,6,0,0,0,0,0
20200321,576,0,570,0,0,0,6,0,0,0,0,0
20200322,577,1,570,0,1,1,6,0,0,0,1,1
20200323,578,1,570,0,2,1,6,0,0,0,1,0
20200324,578,0,570,0,2,0,6,0,0,0,1,0
20200325,578,0,570,0,2,0,6,0,0,0,1,0
20200326,578,0,570,0,2,0,6,0,0,0,1,0
20200327,578,0,570,0,2,0,6,0,0,0,1,0
20200328,579,1,570,0,3,1,6,0,0,0,1,0
20200329,579,0,570,0,3,0,6,0,0,0,1,0
20200330,579,0,570,0,3,0,6,0,0,0,1,0
20200331,579,0,570,0,3,0,6,0,0,0,1,0
20200401,579,0,570,0,3,0,6,0,0,0,1,0
20200402,579,0,570,0,3,0,6,0,0,0,0,-1
20200403,579,0,570,0,3,0,6,0,0,0,0,0
20200404,579,0,570,0,3,0,6,0,0,0,1,1
20200405,579,0,570,0,3,0,6,0,0,0,1,0
20200406,579,0,570,0,3,0,6,0,0,0,1,0
20200407,579,0,570,0,3,0,6,0,0,0,0,-1
20200408,579,0,570,0,3,0,6,0,0,0,0,0
20200409,579,0,570,0,3,0,6,0,0,0,1,1
20200410,579,0,570,0,3,0,6,0,0,0,1,0
20200411,579,0,570,0,3,0,6,0,0,0,1,0
